,strain,name,ORF,set_clustered_hmap,set_clustered_tina,set_handmade_tina,Description
259,crm1_damp,CRM1,YGR218W,5,added_damp,Gsp1 partner,"Major karyopherin; involved in export of proteins, RNAs, and ribosomal subunits from the nucleus; exportin"
260,sub2-1,SUB2,YDL084W,6,mixed,kinetochore spindle actin tubulin mitotic exit,Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress
261,sub2-1,SUB2,YDL084W,6,mixed,mRNA export,Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress
262,rpl8b,RPL8B,YLL045C,6,mixed,ribosomal,"Ribosomal 60S subunit protein L8B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8B has a paralog, RPL8A, that arose from the whole genome duplication"
263,nup84,NUP84,YDL116W,6,mixed,nuclear transport of protein and mRNA,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP107"
264,nup84,NUP84,YDL116W,6,mixed,nuclear pore complex,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP107"
265,cdc20-3,CDC20,YGL116W,6,mixed,kinetochore spindle actin tubulin mitotic exit,"Activator of anaphase-promoting complex/cyclosome (APC/C); APC/C is required for metaphase/anaphase transition; directs ubiquitination of mitotic cyclins, Pds1p, and other anaphase inhibitors; cell-cycle regulated; potential Cdc28p substrate; relative distribution to the nucleus increases upon DNA replication stress"
266,rxt3,RXT3,YDL076C,6,pos_with_GEF,histones and chromatin,Component of the Rpd3L histone deacetylase complex; involved in histone deacetylation; protein abundance increases in response to DNA replication stress
267,rxt3,RXT3,YDL076C,6,pos_with_GEF,Rpd3L,Component of the Rpd3L histone deacetylase complex; involved in histone deacetylation; protein abundance increases in response to DNA replication stress
268,rpn11-14,RPN11,YFR004W,6,mixed,proteasome,"Metalloprotease subunit of 19S regulatory particle; part of 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes; protein abundance increases in response to DNA replication stress"
269,sec66,SEC66,YBR171W,6,mixed,ER and Golgi transport ,"Non-essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec63p, Sec62p, and Sec72p"
270,sem1,SEM1,YDR363W-A,6,mixed,proteasome,"19S proteasome regulatory particle lid subcomplex component; role in Ub-dependent proteolysis and proteasome stability; involved in TREX-2 mediated mRNA export, and in the prevention of transcription-associated genome instability; ubiquitinated by Nedd4-like E3-ligase, Rsp5p; human ortholog DSS1, a BRCA1 binding protein implicated in cancer, complements the yeast null; drives trinucleotide repeat expansion; protein abundance increases in response to DNA replication stress"
271,avt7,AVT7,YIL088C,6,pos_with_GEF,ER and Golgi transport ,Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters
272,rpl9b,RPL9B,YNL067W,6,pos_with_GEF,ribosomal,"Ribosomal 60S subunit protein L9B; homologous to mammalian ribosomal protein L9 and bacterial L6; RPL9B has a paralog, RPL9A, that arose from a single-locus duplication"
273,lte1,LTE1,YAL024C,6,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures
274,nup100,NUP100,YKL068W,6,mixed,nuclear transport of protein and mRNA,"FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; NUP100 has a paralog, NUP116, that arose from the whole genome duplication"
275,nup100,NUP100,YKL068W,6,mixed,nuclear pore complex,"FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; NUP100 has a paralog, NUP116, that arose from the whole genome duplication"
276,cof1-8,COF1,YLL050C,6,pos_with_GEF,actin and polarity,"Cofilin, involved in pH-dependent actin filament depolarization; binds both actin monomers and filaments and severs filaments; involved in the selective sorting, export of the secretory cargo from the late golgi; genetically interacts with pmr1; thought to be regulated by phosphorylation at SER4; ubiquitous and essential in eukaryotes"
277,cof1-8,COF1,YLL050C,6,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Cofilin, involved in pH-dependent actin filament depolarization; binds both actin monomers and filaments and severs filaments; involved in the selective sorting, export of the secretory cargo from the late golgi; genetically interacts with pmr1; thought to be regulated by phosphorylation at SER4; ubiquitous and essential in eukaryotes"
278,bre2,BRE2,YLR015W,6,pos_with_GEF,histones and chromatin,Subunit of COMPASS (Set1C) complex; COMPASS methylates Lys4 of histone H3 and functions in silencing at telomeres; has a C-terminal Sdc1 Dpy-30 Interaction (SDI) domain that mediates binding to Sdc1p; similar to trithorax-group protein ASH2L
279,csl4-5001,CSL4,YNL232W,6,pos_with_GEF,exosome and RNA degradation,"Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain an S1 RNA binding domain; human homolog EXOSC1 partially complements yeast csl4 null mutant, and can complement inviability of strain in which expression of CSL4 is repressed"
280,arc1,ARC1,YGL105W,6,pos_with_GEF,tRNA modification,"Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p"
281,rpl43a,RPL43A,YPR043W,6,mixed,ribosomal,"Ribosomal 60S subunit protein L43A; null mutation confers a dominant lethal phenotype; homologous to mammalian ribosomal protein L37A, no bacterial homolog; RPL43A has a paralog, RPL43B, that arose from the whole genome duplication"
282,rpl35b,RPL35B,YDL136W,6,mixed,ribosomal,"Ribosomal 60S subunit protein L35B; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35B has a paralog, RPL35A, that arose from the whole genome duplication"
283,xrn1,XRN1,YGL173C,6,pos_with_GEF,exosome and RNA degradation,"Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; enters the nucleus and positively regulates transcription initiation and elongation; involved in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance; negative regulator of autophagy; activated by the scavenger decapping enzyme Dcs1p; expression regulated by Ash1p in rich conditions"
284,rps29b,RPS29B,YDL061C,6,mixed,ribosomal,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29B has a paralog, RPS29A, that arose from the whole genome duplication"
285,rrp6,RRP6,YOR001W,6,pos_with_GEF,exosome and RNA degradation,"Nuclear exosome exonuclease component; has 3'-5' exonuclease activity that is regulated by Lrp1p; involved in RNA processing, maturation, surveillance, degradation, tethering, and export; role in sn/snoRNAs precursor degradation; forms a stable heterodimer with Lrp1p; has similarity to E. coli RNase D and to human PM-Sc1 100 (EXOSC10); mutant displays reduced transcription elongation in the G-less-based"
286,rpl6b,RPL6B,YLR448W,6,mixed,ribosomal,"Ribosomal 60S subunit protein L6B; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6, no bacterial homolog; RPL6B has a paralog, RPL6A, that arose from the whole genome duplication"
287,rpp1b,RPP1B,YDL130W,6,pos_with_GEF,ribosomal,"Ribosomal protein P1 beta; component of the ribosomal stalk, which is involved in interaction of translational elongation factors with ribosome; free (non-ribosomal) P1 stimulates the phosphorylation of the eIF2 alpha subunit (Sui2p) by Gcn2p; accumulation is regulated by phosphorylation and interaction with the P2 stalk component"
288,rpl8a,RPL8A,YHL033C,6,pos_with_GEF,ribosomal,"Ribosomal 60S subunit protein L8A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8A has a paralog, RPL8B, that arose from the whole genome duplication"
289,mtr3-ts,MTR3,YGR158C,6,pos_with_GEF,exosome and RNA degradation,Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hMtr3p (EXOSC6)
290,sap30,SAP30,YMR263W,6,pos_with_GEF,histones and chromatin,"Component of Rpd3L histone deacetylase complex; involved in silencing at telomeres, rDNA, and silent mating-type loci; involved in telomere maintenance"
291,sap30,SAP30,YMR263W,6,pos_with_GEF,Rpd3L,"Component of Rpd3L histone deacetylase complex; involved in silencing at telomeres, rDNA, and silent mating-type loci; involved in telomere maintenance"
292,sds3,SDS3,YIL084C,6,pos_with_GEF,histones and chromatin,"Component of the Rpd3L histone deacetylase complex; required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; relocalizes to the cytosol in response to hypoxia; cells defective in SDS3 display pleiotropic phenotypes"
293,sds3,SDS3,YIL084C,6,pos_with_GEF,Rpd3L,"Component of the Rpd3L histone deacetylase complex; required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; relocalizes to the cytosol in response to hypoxia; cells defective in SDS3 display pleiotropic phenotypes"
294,rxt2,RXT2,YBR095C,6,pos_with_GEF,histones and chromatin,Component of the histone deacetylase Rpd3L complex; possibly involved in cell fusion and invasive growth; relocalizes to the cytosol in response to hypoxia
295,rxt2,RXT2,YBR095C,6,pos_with_GEF,Rpd3L,Component of the histone deacetylase Rpd3L complex; possibly involved in cell fusion and invasive growth; relocalizes to the cytosol in response to hypoxia
296,pho23,PHO23,YNL097C,6,pos_with_GEF,histones and chromatin,Component of the Rpd3L histone deacetylase complex; involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus shares significant sequence identity with the human candidate tumor suppressor p33-ING1 and its isoform ING3
297,pho23,PHO23,YNL097C,6,pos_with_GEF,Rpd3L,Component of the Rpd3L histone deacetylase complex; involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus shares significant sequence identity with the human candidate tumor suppressor p33-ING1 and its isoform ING3
298,tub2-430,TUB2,YFL037W,7,pos_with_GEF,actin and polarity,"Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria"
299,tub2-430,TUB2,YFL037W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria"
300,ase1,ASE1,YOR058C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress
301,fis1,FIS1,YIL065C,7,pos_with_GEF,CVT pathway mitochondria and vacuole,Protein involved in mitochondrial fission and peroxisome abundance; may have a distinct role in tethering protein aggregates to mitochondria in order to retain them in the mother cell; required for localization of Dnm1p and Mdv1p during mitochondrial division; mediates ethanol-induced apoptosis and ethanol-induced mitochondrial fragmentation
302,pac10,PAC10,YGR078C,7,pos_with_GEF,prefoldin complex,Part of the heteromeric co-chaperone GimC/prefoldin complex; complex promotes efficient protein folding
303,gim3,GIM3,YNL153C,7,pos_with_GEF,prefoldin complex,Subunit of the heterohexameric cochaperone prefoldin complex; prefoldin binds specifically to cytosolic chaperonin and transfers target proteins to it; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation
304,yke2,YKE2,YLR200W,7,pos_with_GEF,prefoldin complex,"Subunit of the heterohexameric Gim/prefoldin protein complex; involved in the folding of alpha-tubulin, beta-tubulin, and actin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation"
305,bfa1,BFA1,YJR053W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Subunit of a two-component GTPase-activating protein, Bfa1p-Bub2p; contributes to GAP activity, inactivating Tem1 by stimulating GTP hydrolysis following damage or misalignment of the mitotic spindle; functions as a guanine-nucleotide exchange inhibitor (GDI) for Tem1p; involved in multiple cell cycle checkpoint pathways that control mitotic exit; required when telomeres are damaged, but not for all types of chromosomal DNA damage; phosphorylated by the Polo-like kinase Cdc5p"
306,bub2,BUB2,YMR055C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Mitotic exit network regulator; forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies, blocks cell cycle progression before anaphase in response to spindle and kinetochore damage"
307,cin4,CIN4,YMR138W,7,pos_with_GEF,actin and polarity,"GTP-binding protein involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl; regulated by the GTPase-activating protein, Cin2p, the human retinitis pigmentosa 2 (RP2) homolog"
308,cin4,CIN4,YMR138W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"GTP-binding protein involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl; regulated by the GTPase-activating protein, Cin2p, the human retinitis pigmentosa 2 (RP2) homolog"
309,kar9,KAR9,YPL269W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Spindle positioning factor; orients astral microtubules, connecting them to actin cables at the cortex with Bim1p and Myo2, resulting in proper spindle positioning; targeted for StuBL-dependent degradation at kinetochores by Slx5p-Slx8p, ensuring chromosome transmission fidelity and correct spindle positioning; role in karyogamy; localizes to the shmoo tip, the growing bud-tip, the nucleus, the kinetochore, the spindle and microtubules; homolog of adenomatous polyposis coli"
310,kip3,KIP3,YGL216W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Kinesin-related antiparallel sliding motor protein; involved in mitotic spindle positioning; sliding activity promotes bipolar spindle assembly and maintenance of genome stability; inhibits spindle elongation, destabilizing late anaphase spindle microtubules that polymerize beyond the midzone"
311,ice2,ICE2,YIL090W,7,pos_with_GEF,ER and Golgi transport ,Integral ER membrane protein with type-III transmembrane domains; required for maintenance of ER zinc homeostasis; necessary for efficient targeting of Trm1p tRNA methyltransferase to inner nuclear membrane; mutations cause defects in cortical ER morphology in both the mother and daughter cells
312,clb4,CLB4,YLR210W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation; CLB4 has a paralog, CLB3, that arose from the whole genome duplication"
313,dnm1,DNM1,YLL001W,7,pos_with_GEF,CVT pathway mitochondria and vacuole,"Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on the cytoplasmic face of mitochondrial tubules at sites where division will occur; participates in endocytosis and regulates peroxisome fission along with Vps1p; mutants in the human ortholog DNM1L, which mediates mitochondrial fission, peroxisomal division, autophagy, and mitophagy, are associated with slowly progressive infantile encephalopathy"
314,ypt31,YPT31,YER031C,7,pos_with_GEF,ER and Golgi transport ,"Rab family GTPase; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi; YPT31 has a paralog, YPT32, that arose from the whole genome duplication; localizes to the transitional and late Golgi"
315,cap1,CAP1,YKL007W,7,pos_with_GEF,actin and polarity,Alpha subunit of the capping protein heterodimer (Cap1p and Cap2p); capping protein (CP) binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches; protein increases in abundance and relocalizes from bud neck to plasma membrane upon DNA replication stress
316,cap1,CAP1,YKL007W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,Alpha subunit of the capping protein heterodimer (Cap1p and Cap2p); capping protein (CP) binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches; protein increases in abundance and relocalizes from bud neck to plasma membrane upon DNA replication stress
317,boi2,BOI2,YER114C,7,pos_with_GEF,actin and polarity,"Protein implicated in polar growth, functionally redundant with Boi1p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; BOI2 has a paralog, BOI1, that arose from the whole genome duplication"
318,boi2,BOI2,YER114C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Protein implicated in polar growth, functionally redundant with Boi1p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; BOI2 has a paralog, BOI1, that arose from the whole genome duplication"
319,cmd1-8,CMD1,YBR109C,7,pos_with_GEF,actin and polarity,"Calmodulin; Ca2+ binding protein that regulates Ca2+ independent processes (mitosis, bud growth, actin organization, endocytosis, etc.) and Ca2+ dependent processes (stress-activated pathways), targets include Nuf1p, Myo2p and calcineurin; binds to the Hog1p MAPK in response to hyperosmotic stress; potentiates membrane tubulation and constriction mediated by the Rvs161p-Rvs167p complex; human CALM1 or CALM2 functionally complement repression induced inviability"
320,cmd1-8,CMD1,YBR109C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Calmodulin; Ca2+ binding protein that regulates Ca2+ independent processes (mitosis, bud growth, actin organization, endocytosis, etc.) and Ca2+ dependent processes (stress-activated pathways), targets include Nuf1p, Myo2p and calcineurin; binds to the Hog1p MAPK in response to hyperosmotic stress; potentiates membrane tubulation and constriction mediated by the Rvs161p-Rvs167p complex; human CALM1 or CALM2 functionally complement repression induced inviability"
321,cmd1-8,CMD1,YBR109C,7,pos_with_GEF,MAPK HOG pathway,"Calmodulin; Ca2+ binding protein that regulates Ca2+ independent processes (mitosis, bud growth, actin organization, endocytosis, etc.) and Ca2+ dependent processes (stress-activated pathways), targets include Nuf1p, Myo2p and calcineurin; binds to the Hog1p MAPK in response to hyperosmotic stress; potentiates membrane tubulation and constriction mediated by the Rvs161p-Rvs167p complex; human CALM1 or CALM2 functionally complement repression induced inviability"
322,mon1,MON1,YGL124C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; role in localizing Ypt7p to the vacuolar membrane; required for autophagy, the CVT pathway and mitophagy; potential Cdc28 substrate"
323,mon1,MON1,YGL124C,7,pos_with_GEF,ER and Golgi transport ,"Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; role in localizing Ypt7p to the vacuolar membrane; required for autophagy, the CVT pathway and mitophagy; potential Cdc28 substrate"
324,mon1,MON1,YGL124C,7,pos_with_GEF,CVT pathway mitochondria and vacuole,"Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; role in localizing Ypt7p to the vacuolar membrane; required for autophagy, the CVT pathway and mitophagy; potential Cdc28 substrate"
325,ccz1,CCZ1,YBR131W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex, which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy, the CVT pathway and mitophagy"
326,ccz1,CCZ1,YBR131W,7,pos_with_GEF,CVT pathway mitochondria and vacuole,"Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex, which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy, the CVT pathway and mitophagy"
327,yrb2_damp,YRB2,YIL063C,7,added_damp,Gsp1 partner,"Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability"
328,ypt7,YPT7,YML001W,7,pos_with_GEF,ER and Golgi transport ,"Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance, for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7"
329,ypt7,YPT7,YML001W,7,pos_with_GEF,CVT pathway mitochondria and vacuole,"Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance, for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7"
330,bni1,BNI1,YNL271C,7,pos_with_GEF,actin and polarity,"Formin; polarisome component; nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1"
331,bni1,BNI1,YNL271C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Formin; polarisome component; nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1"
332,cdc24-1,CDC24,YAL041W,7,pos_with_GEF,actin and polarity,"Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"
333,cdc24-1,CDC24,YAL041W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"
334,arc18,ARC18,YLR370C,7,pos_with_GEF,actin and polarity,Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches
335,arc18,ARC18,YLR370C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches
336,cdc24-11,CDC24,YAL041W,7,pos_with_GEF,actin and polarity,"Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"
337,cdc24-11,CDC24,YAL041W,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"
338,lst7,LST7,YGR057C,7,pos_with_GEF,CVT pathway mitochondria and vacuole,"Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p, within the context of the Gtr1p-Gtr2p heterodimer, after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface"
339,cyc8,CYC8,YBR112C,7,pos_with_GEF,histones and chromatin,General transcriptional co-repressor; acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]
340,act1-121,ACT1,YFL039C,7,pos_with_GEF,actin and polarity,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
341,act1-121,ACT1,YFL039C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
342,act1-155,ACT1,YFL039C,7,pos_with_GEF,actin and polarity,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
343,act1-155,ACT1,YFL039C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
344,act1-136,ACT1,YFL039C,7,pos_with_GEF,actin and polarity,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
345,act1-136,ACT1,YFL039C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
346,act1-3,ACT1,YFL039C,7,pos_with_GEF,actin and polarity,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
347,act1-3,ACT1,YFL039C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
348,act1-112,ACT1,YFL039C,7,pos_with_GEF,actin and polarity,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
349,act1-112,ACT1,YFL039C,7,pos_with_GEF,kinetochore spindle actin tubulin mitotic exit,"Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
350,srp40,SRP40,YKR092C,7,pos_with_GEF,ribosomal,Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140
351,deg1,DEG1,YFL001W,7,pos_with_GEF,tRNA modification,"tRNA:pseudouridine synthase; introduces pseudouridines at position 38 or 39 in tRNA; also responsible for pseudouracil modification of some mRNAs; important for maintenance of translation efficiency and normal cell growth, localizes to both the nucleus and cytoplasm; non-essential for viability"
